trace_id,rule_evaluated,impact_label,sampling_strategy,split,source_file,dsl_input,baseline_target
case_0,COMPLIANT,0_COMPLIANT,impact_balanced,train,app\validation\data\user_rights\access_valid.xes,"validate gdpr impact: rule: COMPLIANCE_CHECK | context: legal_basis:none; data_category:none; retention:none; third_party:false; international:none; safeguard:none; consent:not_needed | trace: verify_request_identity[BEFORE] -> USER_RIGHT_REQUEST -> provide_data_copy[AFTER] -> respond_user_right[AFTER] | return only 0, 1 or 2",valid | violations: none | warnings: none
case_0,DATA_COLLECTION_LEGAL_BASIS_FLOW,1_VIOLATION,impact_balanced,train,app\validation\data\data_collection\invalid_missing_verify_legal_basis.xes,"validate gdpr impact: rule: DATA_COLLECTION | context: legal_basis:none; data_category:none; retention:none; third_party:false; international:none; safeguard:none; consent:not_needed | trace: CASE_START(2025-01-01 08:00:00+00:00) -> record_purpose[BEFORE](2025-01-01 08:02:00+00:00) -> DATA_COLLECTION(2025-01-01 08:05:00+00:00) -> privacy_notice_disclosed[AFTER](2025-01-01 08:06:00+00:00) | return only 0, 1 or 2",invalid | violations: DATA_COLLECTION_LEGAL_BASIS_FLOW@collect_customer_data | warnings: none
case_0,DATA_COLLECTION_LEGAL_BASIS_FLOW,1_VIOLATION,impact_balanced,train,app\validation\data\data_collection\invalid_no_consent_allowed.xes,"validate gdpr impact: rule: DATA_COLLECTION | context: legal_basis:legit; data_category:DataCategory.STANDARD; retention:none; third_party:false; international:none; safeguard:none; consent:not_needed | trace: check_consent[BEFORE](2014-12-21 11:04:24+00:00) -> DATA_COLLECTION(2014-12-21 11:04:24+00:00) -> privacy_notice_disclosed[AFTER](2014-12-21 11:04:24+00:00) | return only 0, 1 or 2",invalid | violations: DATA_COLLECTION_LEGAL_BASIS_FLOW@Collect Data; DATA_COLLECTION_PURPOSE_REQUIRED@Collect Data | warnings: DATA_COLLECTION_CONSENT_FORBIDDEN@trace
case_0,DATA_COLLECTION_LEGAL_BASIS_FLOW,1_VIOLATION,impact_balanced,train,app\validation\data\data_collection\valid_consent.xes,"validate gdpr impact: rule: DATA_COLLECTION | context: legal_basis:consent; data_category:DataCategory.STANDARD; retention:none; third_party:false; international:none; safeguard:none; consent:not_needed | trace: CASE_START(2025-01-01 07:59:00+00:00) -> verify_legal_basis[AFTER](2025-01-01 08:00:00+00:00) -> check_consent[BEFORE](2025-01-01 08:01:00+00:00) -> record_purpose[BEFORE](2025-01-01 08:02:00+00:00) -> DATA_COLLECTION(2025-01-01 08:03:00+00:00) -> privacy_notice_disclosed[AFTER](2025-01-01 08:04:00+00:00) -> minimisation_check[BEFORE](2025-01-01 08:05:00+00:00) -> DATA_PROCESSING(2025-01-01 08:06:00+00:00) -> log_processing_activity[AFTER](2025-01-01 08:07:00+00:00) | return only 0, 1 or 2",invalid | violations: DATA_COLLECTION_LEGAL_BASIS_FLOW@Collect Data | warnings: none
case_0,DATA_TRANSFER_INTERNATIONAL_REQUIRED,1_VIOLATION,impact_balanced,validation,app\validation\data\data_transfer\invalid_missing_safeguard.xes,"validate gdpr impact: rule: DATA_TRANSFER | context: legal_basis:none; data_category:none; retention:none; third_party:false; international:third_country; safeguard:none; consent:not_needed | trace: DATA_TRANSFER | return only 0, 1 or 2",invalid | violations: DATA_TRANSFER_INTERNATIONAL_REQUIRED@Transfer Data | warnings: none
case_0,DATA_COLLECTION_CONSENT_REQUIRED,1_VIOLATION,impact_balanced,validation,app\validation\data\data_collection\invalid_missing_consent.xes,"validate gdpr impact: rule: DATA_COLLECTION | context: legal_basis:consent; data_category:none; retention:none; third_party:false; international:none; safeguard:none; consent:not_needed | trace: DATA_COLLECTION -> privacy_notice_disclosed[AFTER] | return only 0, 1 or 2",invalid | violations: DATA_COLLECTION_CONSENT_REQUIRED@trace; DATA_COLLECTION_LEGAL_BASIS_FLOW@Collect Data; DATA_COLLECTION_PURPOSE_REQUIRED@Collect Data | warnings: none
case_0,CASE_END_MISSING_RETENTION_CONTEXT,1_VIOLATION,impact_balanced,test,app\validation\data\case_end\case_end_retention.xes,"validate gdpr impact: rule: CASE_END | context: legal_basis:none; data_category:none; retention:none; third_party:false; international:none; safeguard:none; consent:not_needed | trace: retention_period_verify[BEFORE](2014-12-21 11:04:24+00:00) -> CASE_END(2014-12-21 11:04:26+00:00) | return only 0, 1 or 2",invalid | violations: CASE_END_MISSING_RETENTION_CONTEXT@CASE_END | warnings: none
case_0,DATA_COLLECTION_NOTICE,1_VIOLATION,impact_balanced,test,app\validation\data\data_collection\invalid_missing_case_start.xes,"validate gdpr impact: rule: DATA_COLLECTION | context: legal_basis:none; data_category:none; retention:none; third_party:false; international:none; safeguard:none; consent:not_needed | trace: verify_legal_basis[AFTER] -> DATA_COLLECTION -> record_purpose[BEFORE] | return only 0, 1 or 2",invalid | violations: DATA_COLLECTION_NOTICE@trace; DATA_COLLECTION_LEGAL_BASIS_FLOW@collect_customer_data | warnings: none
case_0,USER_RIGHT_REQUEST_RESPONSE_REQUIRED,1_VIOLATION,impact_balanced,test,app\validation\data\user_rights\erasure_invalid.xes,"validate gdpr impact: rule: USER_RIGHT | context: legal_basis:none; data_category:none; retention:none; third_party:false; international:none; safeguard:none; consent:not_needed | trace: verify_request_identity[BEFORE] -> USER_RIGHT_REQUEST -> erase_primary_record[AFTER] -> verify_erasure_completion[AFTER] | return only 0, 1 or 2",invalid | violations: USER_RIGHT_REQUEST_RESPONSE_REQUIRED@W_Delete Customer; USER_RIGHT_ERASURE_COMPLIANCE@W_Delete Customer | warnings: none
case_0,DATA_PROCESSING_LOG_REQUIRED,1_VIOLATION,impact_balanced,test,app\validation\data\data_processing\invalid_standard_with_encryption.xes,"validate gdpr impact: rule: DATA_PROCESSING | context: legal_basis:none; data_category:DataCategory.STANDARD; retention:none; third_party:false; international:none; safeguard:none; consent:not_needed | trace: encryption_applied[BEFORE] -> minimisation_check[BEFORE] -> DATA_PROCESSING | return only 0, 1 or 2",invalid | violations: DATA_PROCESSING_LOG_REQUIRED@trace | warnings: DATA_PROCESSING_ENCRYPTION_FORBIDDEN@trace
case_0,DATA_PROCESSING_MINIMISATION,1_VIOLATION,impact_balanced,test,app\validation\data\data_processing\invalid_missing_minimisation.xes,"validate gdpr impact: rule: DATA_PROCESSING | context: legal_basis:none; data_category:DataCategory.STANDARD; retention:none; third_party:false; international:none; safeguard:none; consent:not_needed | trace: DATA_PROCESSING | return only 0, 1 or 2",invalid | violations: DATA_PROCESSING_MINIMISATION@trace; DATA_PROCESSING_LOG_REQUIRED@trace | warnings: none
case_0,DATA_TRANSFER_THIRD_PARTY_FORBIDDEN,2_WARNING,impact_balanced,train,app\validation\data\data_transfer\invalid_forbidden_third_party.xes,"validate gdpr impact: rule: DATA_TRANSFER | context: legal_basis:none; data_category:none; retention:none; third_party:false; international:none; safeguard:none; consent:not_needed | trace: check_third_party_agreement[BEFORE] -> DATA_TRANSFER | return only 0, 1 or 2",valid | violations: none | warnings: DATA_TRANSFER_THIRD_PARTY_FORBIDDEN@Transfer Data
